Time Ch1 Ch2	
2.822E-3	0.21000	-0.02400
2.822E-3	0.24000	-0.02800
2.822E-3	0.24000	-0.01600
2.823E-3	0.23000	-0.01600
2.823E-3	0.23000	-0.02000
2.824E-3	0.23000	-0.02800
2.824E-3	0.23000	-0.00800
2.824E-3	0.21000	-0.00800
2.825E-3	0.22000	-0.00400
2.825E-3	0.24000	-0.00400
2.826E-3	0.23000	-0.01200
2.826E-3	0.26000	-0.02800
2.826E-3	0.24000	-0.00800
2.827E-3	0.23000	-0.02400
2.827E-3	0.21000	-0.00800
2.828E-3	0.23000	-0.01200
2.828E-3	0.22000	-0.00800
2.828E-3	0.22000	-0.00800
2.829E-3	0.25000	0.00000
2.829E-3	0.21000	-0.01600
2.830E-3	0.23000	-0.02400
2.830E-3	0.24000	-0.03600
2.830E-3	0.24000	-0.03600
2.831E-3	0.21000	-0.04400
2.831E-3	0.24000	-0.03200
2.832E-3	0.24000	-0.00800
2.832E-3	0.21000	0.00000
2.832E-3	0.22000	-0.01200
2.833E-3	0.24000	-0.01600
2.833E-3	0.23000	-0.03200
2.834E-3	0.24000	-0.03200
2.834E-3	0.19000	-0.04400
2.834E-3	0.22000	-0.04800
2.835E-3	0.22000	-0.03200
2.835E-3	0.22000	-0.04000
2.836E-3	0.22000	-0.01600
2.836E-3	0.21000	-0.01600
2.836E-3	0.22000	-0.02400
2.837E-3	0.24000	-0.02800
2.837E-3	0.26000	-0.03200
2.838E-3	0.23000	-0.02800
2.838E-3	0.23000	-0.02800
2.838E-3	0.23000	-0.02800
2.839E-3	0.21000	-0.03600
2.839E-3	0.24000	-0.03600
2.840E-3	0.23000	-0.02000
2.840E-3	0.21000	-0.02800
2.840E-3	0.22000	-0.01600
2.841E-3	0.22000	-0.02800
2.841E-3	0.22000	-0.04000
2.842E-3	0.21000	-0.02400
2.842E-3	0.24000	-0.03200
2.842E-3	0.24000	-0.02000
2.843E-3	0.24000	-0.01200
2.843E-3	0.20000	-0.02000
2.844E-3	0.23000	-0.01600
2.844E-3	0.21000	-0.03200
2.844E-3	0.24000	-0.04000
2.845E-3	0.21000	-0.03200
2.845E-3	0.24000	-0.04400
2.846E-3	0.24000	-0.02400
2.846E-3	0.21000	-0.03600
2.846E-3	0.22000	-0.04000
2.847E-3	0.24000	-0.03200
2.847E-3	0.24000	-0.02400
2.848E-3	0.24000	-0.02000
2.848E-3	0.22000	-0.00800
2.848E-3	0.23000	0.00800
2.849E-3	0.25000	-0.00400
2.849E-3	0.23000	-0.02000
2.850E-3	0.23000	-0.01600
2.850E-3	0.22000	-0.01600
2.850E-3	0.20000	-0.01600
2.851E-3	0.24000	0.00000
2.851E-3	0.21000	0.00000
2.852E-3	0.22000	-0.01200
2.852E-3	0.24000	-0.01600
2.852E-3	0.25000	-0.02800
2.853E-3	0.21000	-0.02400
2.853E-3	0.24000	-0.04000
2.854E-3	0.23000	-0.03600
2.854E-3	0.25000	-0.03600
2.854E-3	0.23000	-0.04000
2.855E-3	0.23000	-0.02800
2.855E-3	0.24000	-0.02800
2.856E-3	0.22000	-0.01600
2.856E-3	0.24000	-0.02800
2.856E-3	0.23000	-0.01600
2.857E-3	0.24000	-0.03600
2.857E-3	0.22000	-0.03200
2.858E-3	0.24000	-0.02000
2.858E-3	0.21000	-0.00800
2.858E-3	0.22000	-0.02000
2.859E-3	0.24000	0.00000
2.859E-3	0.23000	0.00000
2.860E-3	0.21000	-0.02400
2.860E-3	0.24000	-0.02400
2.860E-3	0.21000	-0.02000
2.861E-3	0.24000	-0.02800
2.861E-3	0.23000	-0.02800
2.862E-3	0.23000	-0.02400
2.862E-3	0.24000	-0.02800
2.862E-3	0.21000	-0.02400
2.863E-3	0.24000	-0.03200
2.863E-3	0.23000	-0.04000
2.864E-3	0.24000	-0.04400
2.864E-3	0.21000	-0.03600
2.864E-3	0.23000	-0.02400
2.865E-3	0.23000	-0.03200
2.865E-3	0.23000	0.00000
2.866E-3	0.23000	-0.01200
2.866E-3	0.24000	-0.02800
2.866E-3	0.23000	-0.04000
2.867E-3	0.21000	-0.03200
2.867E-3	0.23000	-0.02800
2.868E-3	0.21000	-0.02400
2.868E-3	0.24000	-0.02000
2.868E-3	0.21000	-0.01600
2.869E-3	0.24000	-0.00800
2.869E-3	0.23000	-0.02000
2.870E-3	0.25000	-0.00800
2.870E-3	0.23000	-0.02000
2.870E-3	0.23000	-0.02000
2.871E-3	0.21000	-0.02400
2.871E-3	0.24000	-0.04400
2.872E-3	0.22000	-0.03200
2.872E-3	0.21000	-0.02400
2.872E-3	0.24000	-0.02400
2.873E-3	0.23000	-0.02800
2.873E-3	0.23000	-0.03600
2.874E-3	0.24000	-0.02800
2.874E-3	0.21000	-0.03200
2.874E-3	0.24000	-0.02800
2.875E-3	0.23000	-0.02800
2.875E-3	0.23000	-0.02800
2.876E-3	0.23000	-0.02800
2.876E-3	0.23000	-0.00800
2.876E-3	0.21000	-0.01200
2.877E-3	0.23000	-0.00400
2.877E-3	0.25000	-0.01200
2.878E-3	0.23000	-0.00800
2.878E-3	0.23000	-0.01200
2.878E-3	0.23000	-0.03600
2.879E-3	0.24000	-0.03600
2.879E-3	0.23000	-0.03600
2.880E-3	0.23000	-0.03200
2.880E-3	0.23000	-0.03200
2.880E-3	0.26000	-0.03200
2.881E-3	0.23000	-0.02800
2.881E-3	0.21000	-0.03200
2.882E-3	0.24000	-0.03200
2.882E-3	0.21000	-0.02000
2.882E-3	0.23000	-0.02000
2.883E-3	0.21000	-0.01200
2.883E-3	0.22000	-0.00400
2.884E-3	0.22000	0.00800
2.884E-3	0.24000	0.00000
2.884E-3	0.23000	-0.00800
2.885E-3	0.21000	0.00000
2.885E-3	0.26000	-0.00800
2.886E-3	0.23000	-0.02800
2.886E-3	0.22000	-0.00800
2.886E-3	0.22000	-0.00800
2.887E-3	0.22000	-0.01200
2.887E-3	0.22000	-0.00800
2.888E-3	0.22000	0.00000
2.888E-3	0.24000	-0.02400
2.888E-3	0.21000	-0.04400
2.889E-3	0.24000	-0.06000
2.889E-3	0.23000	-0.04800
2.890E-3	0.24000	-0.03600
2.890E-3	0.26000	-0.02800
2.890E-3	0.23000	-0.02000
2.891E-3	0.24000	0.00000
2.891E-3	0.21000	-0.01200
2.892E-3	0.26000	-0.01200
2.892E-3	0.21000	-0.02800
2.892E-3	0.24000	-0.01600
2.893E-3	0.23000	-0.02400
2.893E-3	0.22000	-0.03600
2.894E-3	0.26000	-0.03200
2.894E-3	0.23000	-0.03200
2.894E-3	0.26000	-0.02000
2.895E-3	0.21000	-0.02800
2.895E-3	0.23000	-0.01200
2.896E-3	0.21000	-0.01600
2.896E-3	0.23000	-0.01600
2.896E-3	0.23000	-0.00800
2.897E-3	0.23000	-0.03200
2.897E-3	0.22000	-0.03600
2.898E-3	0.26000	-0.02800
2.898E-3	0.21000	-0.02000
2.898E-3	0.24000	-0.01200
2.899E-3	0.23000	0.00800
2.899E-3	0.22000	-0.00400
2.900E-3	0.21000	-0.00800
2.900E-3	0.24000	-0.02800
2.900E-3	0.26000	-0.03600
2.901E-3	0.21000	-0.02400
2.901E-3	0.22000	-0.03600
2.902E-3	0.22000	-0.03600
2.902E-3	0.24000	-0.03600
2.902E-3	0.21000	-0.02400
2.903E-3	0.22000	-0.02800
2.903E-3	0.26000	-0.03200
2.904E-3	0.25000	-0.03600
2.904E-3	0.23000	-0.01200
2.904E-3	0.21000	-0.01200
2.905E-3	0.25000	-0.02400
2.905E-3	0.25000	-0.04000
2.906E-3	0.21000	-0.03200
2.906E-3	0.22000	-0.02400
2.906E-3	0.24000	-0.01600
2.907E-3	0.23000	-0.03600
2.907E-3	0.23000	-0.04800
2.908E-3	0.21000	-0.03200
2.908E-3	0.26000	-0.01200
2.908E-3	0.23000	-0.02400
2.909E-3	0.21000	-0.01600
2.909E-3	0.22000	-0.02400
2.910E-3	0.23000	-0.02800
2.910E-3	0.23000	-0.03600
2.910E-3	0.21000	-0.02800
2.911E-3	0.22000	-0.01600
2.911E-3	0.22000	-0.02400
2.912E-3	0.22000	-0.02800
2.912E-3	0.22000	-0.01200
2.912E-3	0.24000	-0.01200
2.913E-3	0.21000	-0.02800
2.913E-3	0.22000	-0.02400
2.914E-3	0.22000	-0.01600
2.914E-3	0.24000	-0.01600
2.914E-3	0.22000	-0.01600
2.915E-3	0.22000	-0.02000
2.915E-3	0.22000	-0.02400
2.916E-3	0.23000	-0.01600
2.916E-3	0.23000	-0.01600
2.916E-3	0.21000	-0.02400
2.917E-3	0.24000	-0.00800
2.917E-3	0.23000	-0.01200
2.918E-3	0.24000	-0.02000
2.918E-3	0.23000	-0.02400
2.918E-3	0.22000	-0.02000
2.919E-3	0.22000	-0.02400
2.919E-3	0.24000	-0.03600
2.920E-3	0.22000	-0.02800
2.920E-3	0.24000	-0.02000
2.920E-3	0.24000	-0.02800
2.921E-3	0.23000	-0.03600
2.921E-3	0.25000	-0.02400
2.922E-3	0.21000	-0.02400
2.922E-3	0.24000	-0.02400
2.922E-3	0.21000	-0.03600
2.923E-3	0.24000	-0.04000
2.923E-3	0.23000	-0.04800
2.924E-3	0.22000	-0.03200
2.924E-3	0.21000	-0.02000
2.924E-3	0.24000	-0.00800
2.925E-3	0.23000	0.00000
2.925E-3	0.23000	-0.00800
2.926E-3	0.21000	-0.02800
2.926E-3	0.24000	-0.03600
2.926E-3	0.23000	-0.04000
2.927E-3	0.21000	-0.02400
2.927E-3	0.24000	-0.02000
2.928E-3	0.23000	-0.01200
2.928E-3	0.25000	-0.00800
2.928E-3	0.21000	-0.02400
2.929E-3	0.24000	-0.03600
2.929E-3	0.22000	-0.04000
2.930E-3	0.24000	-0.04400
2.930E-3	0.23000	-0.03600
2.930E-3	0.22000	-0.03200
2.931E-3	0.21000	-0.05200
2.931E-3	0.22000	-0.04400
2.932E-3	0.24000	-0.03600
2.932E-3	0.23000	-0.02400
2.932E-3	0.21000	-0.01200
2.933E-3	0.24000	-0.01600
2.933E-3	0.23000	-0.02400
2.934E-3	0.24000	-0.01600
2.934E-3	0.23000	-0.01600
2.934E-3	0.24000	-0.02800
2.935E-3	0.23000	-0.01600
2.935E-3	0.22000	-0.02800
2.936E-3	0.24000	-0.04400
2.936E-3	0.23000	-0.04000
2.936E-3	0.21000	-0.04400
2.937E-3	0.23000	-0.02000
2.937E-3	0.23000	-0.02000
2.938E-3	0.23000	-0.02000
2.938E-3	0.23000	-0.00400
2.938E-3	0.23000	-0.01200
2.939E-3	0.23000	-0.02400
2.939E-3	0.24000	0.00000
2.940E-3	0.25000	-0.02000
2.940E-3	0.21000	-0.04000
2.940E-3	0.22000	-0.04000
2.941E-3	0.22000	-0.03200
2.941E-3	0.24000	-0.04400
2.942E-3	0.23000	-0.02000
2.942E-3	0.21000	-0.02800
2.942E-3	0.24000	-0.02800
2.943E-3	0.23000	-0.02800
2.943E-3	0.23000	-0.00800
2.944E-3	0.21000	-0.02000
2.944E-3	0.21000	-0.03200
2.944E-3	0.26000	-0.03600
2.945E-3	0.21000	-0.03200
2.945E-3	0.22000	-0.04400
2.946E-3	0.22000	-0.00800
2.946E-3	0.22000	-0.00400
2.946E-3	0.24000	0.00000
2.947E-3	0.25000	-0.00400
2.947E-3	0.23000	-0.00400
2.948E-3	0.21000	-0.00800
2.948E-3	0.24000	-0.00800
2.948E-3	0.21000	-0.01200
2.949E-3	0.26000	-0.02400
2.949E-3	0.25000	-0.03200
2.950E-3	0.22000	-0.04000
2.950E-3	0.24000	-0.02000
2.950E-3	0.23000	-0.01200
2.951E-3	0.21000	0.01200
2.951E-3	0.23000	0.01200
2.952E-3	0.23000	-0.00400
2.952E-3	0.21000	0.00000
2.952E-3	0.24000	-0.02800
2.953E-3	0.21000	-0.01600
2.953E-3	0.21000	-0.00800
2.954E-3	0.22000	-0.01200
2.954E-3	0.22000	-0.04400
2.954E-3	0.24000	-0.04400
2.955E-3	0.23000	-0.02400
2.955E-3	0.23000	-0.02800
2.956E-3	0.21000	-0.03600
2.956E-3	0.21000	-0.02400
2.956E-3	0.26000	-0.03600
2.957E-3	0.23000	-0.02800
2.957E-3	0.22000	-0.02800
2.958E-3	0.24000	-0.01600
2.958E-3	0.21000	-0.02400
2.958E-3	0.24000	-0.02800
2.959E-3	0.23000	-0.02800
2.959E-3	0.25000	-0.02000
2.960E-3	0.25000	-0.01600
2.960E-3	0.23000	0.00000
2.960E-3	0.23000	-0.01200
2.961E-3	0.23000	-0.01600
2.961E-3	0.23000	-0.03200
2.962E-3	0.21000	-0.04000
2.962E-3	0.24000	-0.04400
2.962E-3	0.23000	-0.01600
2.963E-3	0.21000	-0.00800
2.963E-3	0.22000	-0.01600
2.964E-3	0.24000	-0.01600
2.964E-3	0.26000	-0.02800
2.964E-3	0.23000	-0.03600
2.965E-3	0.23000	-0.04000
2.965E-3	0.22000	-0.03200
2.966E-3	0.22000	-0.02400
2.966E-3	0.24000	-0.00800
2.966E-3	0.21000	-0.00400
2.967E-3	0.24000	-0.01200
2.967E-3	0.23000	-0.02400
2.968E-3	0.24000	-0.02000
2.968E-3	0.24000	-0.02000
2.968E-3	0.23000	-0.01200
2.969E-3	0.24000	-0.00400
2.969E-3	0.23000	-0.01200
2.970E-3	0.24000	-0.02800
2.970E-3	0.24000	-0.05200
2.970E-3	0.21000	-0.04000
2.971E-3	0.21000	-0.03600
2.971E-3	0.22000	-0.02000
2.972E-3	0.26000	-0.00400
2.972E-3	0.23000	-0.02800
2.972E-3	0.24000	-0.01600
2.973E-3	0.24000	-0.00400
2.973E-3	0.25000	0.00000
2.974E-3	0.21000	-0.01200
2.974E-3	0.22000	-0.02800
2.974E-3	0.23000	-0.02400
2.975E-3	0.22000	-0.04400
2.975E-3	0.23000	-0.03600
2.976E-3	0.22000	-0.02000
2.976E-3	0.24000	-0.03600
2.976E-3	0.23000	-0.05600
2.977E-3	0.21000	-0.04800
2.977E-3	0.24000	-0.05200
2.978E-3	0.23000	-0.05200
2.978E-3	0.24000	-0.03200
2.978E-3	0.24000	-0.02400
2.979E-3	0.24000	-0.01200
2.979E-3	0.25000	-0.00400
2.980E-3	0.21000	-0.00400
2.980E-3	0.24000	-0.02000
2.980E-3	0.23000	-0.02800
2.981E-3	0.24000	-0.01200
2.981E-3	0.24000	-0.01600
2.982E-3	0.21000	-0.02000
2.982E-3	0.26000	-0.00400
2.982E-3	0.23000	-0.00400
2.983E-3	0.21000	-0.01200
2.983E-3	0.22000	-0.00800
2.984E-3	0.22000	-0.04000
2.984E-3	0.24000	-0.05600
2.984E-3	0.22000	-0.04800
2.985E-3	0.24000	-0.04400
2.985E-3	0.25000	-0.04000
2.986E-3	0.23000	-0.04000
2.986E-3	0.25000	-0.02400
2.986E-3	0.22000	-0.01600
2.987E-3	0.22000	-0.00800
2.987E-3	0.21000	0.01600
2.988E-3	0.22000	-0.02000
2.988E-3	0.22000	-0.03600
2.988E-3	0.23000	-0.03200
2.989E-3	0.23000	-0.02800
2.989E-3	0.24000	-0.04000
2.990E-3	0.23000	-0.02000
2.990E-3	0.24000	-0.00800
2.990E-3	0.22000	-0.02000
2.991E-3	0.21000	-0.02400
2.991E-3	0.24000	-0.00800
2.992E-3	0.24000	-0.00400
2.992E-3	0.21000	0.00400
2.992E-3	0.22000	-0.00400
2.993E-3	0.22000	-0.01600
2.993E-3	0.22000	-0.03600
2.994E-3	0.22000	-0.03600
2.994E-3	0.22000	-0.02400
2.994E-3	0.22000	-0.03600
2.995E-3	0.22000	-0.01600
2.995E-3	0.24000	-0.02800
2.996E-3	0.23000	-0.04400
2.996E-3	0.21000	-0.04000
2.996E-3	0.24000	-0.01600
2.997E-3	0.23000	-0.01600
2.997E-3	0.24000	-0.01600
2.998E-3	0.19000	-0.02000
2.998E-3	0.22000	-0.02800
2.998E-3	0.24000	-0.03200
2.999E-3	0.24000	-0.04000
2.999E-3	0.23000	-0.04800
3.000E-3	0.23000	-0.03200
3.000E-3	0.22000	-0.03600
3.000E-3	0.22000	-0.03600
3.001E-3	0.22000	-0.03200
3.001E-3	0.24000	-0.04400
3.002E-3	0.22000	-0.02400
3.002E-3	0.23000	-0.01600
3.002E-3	0.23000	-0.03600
3.003E-3	0.21000	-0.03600
3.003E-3	0.22000	-0.03200
3.004E-3	0.23000	-0.03200
3.004E-3	0.21000	-0.02400
3.004E-3	0.26000	-0.00800
3.005E-3	0.21000	-0.01600
3.005E-3	0.26000	-0.01200
3.006E-3	0.21000	-0.02400
3.006E-3	0.24000	-0.03200
3.006E-3	0.23000	-0.04400
3.007E-3	0.24000	-0.03200
3.007E-3	0.23000	-0.02800
3.008E-3	0.26000	-0.02000
3.008E-3	0.25000	0.00000
3.008E-3	0.22000	-0.01200
3.009E-3	0.22000	-0.04000
3.009E-3	0.21000	-0.03600
3.010E-3	0.22000	-0.02400
3.010E-3	0.23000	-0.03600
3.010E-3	0.23000	-0.03600
3.011E-3	0.24000	-0.02800
3.011E-3	0.22000	-0.03200
3.012E-3	0.22000	-0.02800
3.012E-3	0.26000	-0.02400
3.012E-3	0.23000	-0.02400
3.013E-3	0.26000	-0.02000
3.013E-3	0.23000	-0.01200
3.014E-3	0.23000	-0.02000
3.014E-3	0.24000	-0.03600
3.014E-3	0.23000	-0.04800
3.015E-3	0.21000	-0.06000
3.015E-3	0.24000	-0.06000
3.016E-3	0.23000	-0.04800
3.016E-3	0.23000	-0.03600
3.016E-3	0.23000	-0.04000
3.017E-3	0.24000	-0.02400
3.017E-3	0.23000	-0.02000
3.018E-3	0.23000	-0.02000
3.018E-3	0.23000	-0.03600
3.018E-3	0.23000	-0.03600
3.019E-3	0.22000	-0.04400
3.019E-3	0.22000	-0.05200
3.020E-3	0.24000	-0.02400
3.020E-3	0.25000	-0.03600
3.020E-3	0.23000	-0.04800
3.021E-3	0.21000	-0.04800
3.021E-3	0.22000	-0.04800
3.022E-3	0.24000	-0.04800
3.022E-3	0.22000	-0.04400
3.022E-3	0.24000	-0.03200
3.023E-3	0.23000	-0.02000
3.023E-3	0.22000	-0.01200
3.024E-3	0.24000	0.00800
3.024E-3	0.23000	0.00400
3.024E-3	0.23000	-0.00800
3.025E-3	0.23000	-0.01600
3.025E-3	0.25000	-0.00800
3.026E-3	0.23000	-0.02000
3.026E-3	0.21000	-0.02400
3.026E-3	0.23000	-0.02800
3.027E-3	0.21000	-0.03600
3.027E-3	0.22000	-0.03200
3.028E-3	0.21000	-0.04000
3.028E-3	0.22000	-0.03200
3.028E-3	0.24000	-0.04400
3.029E-3	0.24000	-0.04000
3.029E-3	0.24000	-0.05600
3.030E-3	0.25000	-0.04800
3.030E-3	0.23000	-0.02400
3.030E-3	0.21000	-0.03600
3.031E-3	0.22000	-0.04400
3.031E-3	0.24000	-0.03200
3.032E-3	0.25000	-0.02400
3.032E-3	0.25000	-0.02000
3.032E-3	0.21000	-0.02000
3.033E-3	0.24000	-0.01200
3.033E-3	0.24000	-0.02800
3.034E-3	0.21000	-0.02400
3.034E-3	0.22000	-0.02400
3.034E-3	0.22000	-0.04000
3.035E-3	0.24000	-0.04000
3.035E-3	0.26000	-0.03200
3.036E-3	0.24000	-0.03200
3.036E-3	0.22000	-0.03200
3.036E-3	0.24000	-0.04000
3.037E-3	0.23000	-0.03200
3.037E-3	0.22000	-0.04400
3.038E-3	0.22000	-0.05200
3.038E-3	0.24000	-0.05200
3.038E-3	0.21000	-0.04400
3.039E-3	0.22000	-0.03600
3.039E-3	0.24000	-0.00800
3.040E-3	0.24000	-0.02000
3.040E-3	0.25000	-0.02400
3.040E-3	0.23000	-0.02000
3.041E-3	0.23000	-0.04000
3.041E-3	0.23000	-0.04800
3.042E-3	0.23000	-0.03600
3.042E-3	0.21000	-0.03200
3.042E-3	0.22000	-0.04400
3.043E-3	0.24000	-0.03200
3.043E-3	0.21000	-0.03600
3.044E-3	0.23000	-0.03200
3.044E-3	0.24000	-0.03200
3.044E-3	0.23000	-0.04000
3.045E-3	0.22000	-0.05600
3.045E-3	0.22000	-0.04800
3.046E-3	0.22000	-0.03600
3.046E-3	0.22000	-0.02400
3.046E-3	0.22000	-0.02400
3.047E-3	0.24000	-0.00800
3.047E-3	0.21000	-0.02400
3.048E-3	0.24000	-0.04000
3.048E-3	0.25000	-0.04800
3.048E-3	0.23000	-0.04800
3.049E-3	0.24000	-0.05200
3.049E-3	0.26000	-0.04400
3.050E-3	0.25000	-0.01600
3.050E-3	0.23000	-0.03600
3.050E-3	0.23000	-0.04000
3.051E-3	0.24000	-0.03600
3.051E-3	0.21000	-0.04400
3.052E-3	0.22000	-0.02800
3.052E-3	0.23000	-0.00800
3.052E-3	0.23000	0.00000
3.053E-3	0.25000	-0.00400
3.053E-3	0.23000	-0.02800
3.054E-3	0.25000	-0.03600
3.054E-3	0.21000	-0.04000
3.054E-3	0.21000	-0.03200
3.055E-3	0.24000	-0.02400
3.055E-3	0.22000	-0.04400
3.056E-3	0.24000	-0.05200
3.056E-3	0.24000	-0.03200
3.056E-3	0.23000	-0.04400
3.057E-3	0.21000	-0.05200
3.057E-3	0.23000	-0.03600
3.058E-3	0.22000	-0.04400
3.058E-3	0.24000	-0.04000
3.058E-3	0.22000	-0.03600
3.059E-3	0.22000	-0.04400
3.059E-3	0.24000	-0.04800
3.060E-3	0.21000	-0.04000
3.060E-3	0.22000	-0.04000
3.060E-3	0.24000	-0.03200
3.061E-3	0.21000	-0.01600
3.061E-3	0.24000	-0.01600
3.062E-3	0.23000	-0.02400
3.062E-3	0.25000	-0.01600
3.062E-3	0.21000	-0.02000
3.063E-3	0.24000	-0.01600
3.063E-3	0.23000	-0.02400
3.064E-3	0.23000	-0.03200
3.064E-3	0.22000	-0.04400
3.064E-3	0.22000	-0.04000
3.065E-3	0.21000	-0.01600
3.065E-3	0.22000	-0.00400
3.066E-3	0.22000	-0.00800
3.066E-3	0.22000	-0.01200
3.066E-3	0.23000	-0.01200
3.067E-3	0.23000	-0.02000
3.067E-3	0.21000	-0.02000
3.068E-3	0.21000	-0.01200
3.068E-3	0.24000	-0.02000
3.068E-3	0.21000	-0.02800
3.069E-3	0.24000	-0.02800
3.069E-3	0.21000	-0.03600
3.070E-3	0.24000	-0.02400
3.070E-3	0.21000	-0.03200
3.070E-3	0.20000	-0.04400
3.071E-3	0.24000	-0.04400
3.071E-3	0.24000	-0.05200
3.072E-3	0.22000	-0.04800
3.072E-3	0.21000	-0.03200
3.072E-3	0.21000	-0.02000
3.073E-3	0.24000	-0.01200
3.073E-3	0.21000	-0.02000
3.074E-3	0.22000	-0.01600
3.074E-3	0.22000	-0.01600
3.074E-3	0.24000	-0.01600
3.075E-3	0.21000	-0.01600
3.075E-3	0.24000	0.00000
3.076E-3	0.24000	-0.00400
3.076E-3	0.24000	-0.02000
3.076E-3	0.23000	-0.02000
3.077E-3	0.24000	-0.02400
3.077E-3	0.24000	-0.03200
3.078E-3	0.21000	-0.05200
3.078E-3	0.21000	-0.04000
3.078E-3	0.24000	-0.04400
3.079E-3	0.23000	-0.04800
3.079E-3	0.23000	-0.04000
3.080E-3	0.21000	-0.04000
3.080E-3	0.26000	-0.04400
3.080E-3	0.23000	-0.02000
3.081E-3	0.21000	-0.01200
3.081E-3	0.24000	-0.01600
3.082E-3	0.23000	-0.03600
3.082E-3	0.23000	-0.03600
3.082E-3	0.21000	-0.05200
3.083E-3	0.25000	-0.06000
3.083E-3	0.23000	-0.03200
3.084E-3	0.22000	-0.03600
3.084E-3	0.22000	-0.02400
3.084E-3	0.24000	0.00800
3.085E-3	0.22000	-0.00400
3.085E-3	0.22000	-0.02800
3.086E-3	0.24000	-0.03200
3.086E-3	0.23000	0.00000
3.086E-3	0.23000	-0.01200
3.087E-3	0.21000	-0.00400
3.087E-3	0.24000	-0.00800
3.088E-3	0.21000	-0.04400
3.088E-3	0.22000	-0.04400
3.088E-3	0.22000	-0.02000
3.089E-3	0.22000	-0.00400
3.089E-3	0.21000	0.00400
3.090E-3	0.23000	0.01200
3.090E-3	0.22000	-0.01200
3.090E-3	0.22000	-0.02400
3.091E-3	0.22000	-0.03600
3.091E-3	0.24000	-0.03600
3.092E-3	0.21000	-0.04400
3.092E-3	0.24000	-0.04000
3.092E-3	0.24000	-0.05200
3.093E-3	0.26000	-0.06000
3.093E-3	0.23000	-0.04800
3.094E-3	0.21000	-0.03200
3.094E-3	0.21000	-0.04400
3.094E-3	0.24000	-0.04000
3.095E-3	0.22000	-0.03600
3.095E-3	0.23000	-0.03600
3.096E-3	0.23000	-0.04000
3.096E-3	0.24000	-0.02400
3.096E-3	0.21000	-0.01600
3.097E-3	0.22000	-0.00800
3.097E-3	0.22000	-0.01200
3.098E-3	0.24000	-0.01200
3.098E-3	0.23000	-0.01600
3.098E-3	0.24000	-0.02400
3.099E-3	0.21000	-0.01600
3.099E-3	0.24000	-0.01200
3.100E-3	0.21000	-0.03600
3.100E-3	0.24000	-0.04400
3.100E-3	0.26000	-0.04800
3.101E-3	0.23000	-0.04400
3.101E-3	0.24000	-0.02000
3.102E-3	0.21000	-0.02800
3.102E-3	0.23000	-0.03600
3.102E-3	0.23000	-0.04000
3.103E-3	0.21000	-0.03600
3.103E-3	0.24000	-0.02800
3.104E-3	0.21000	-0.03200
3.104E-3	0.24000	-0.03600
3.104E-3	0.21000	-0.02800
3.105E-3	0.26000	-0.01600
3.105E-3	0.21000	-0.02800
3.106E-3	0.22000	-0.00800
3.106E-3	0.21000	-0.00400
3.106E-3	0.24000	0.00800
3.107E-3	0.23000	-0.01600
3.107E-3	0.22000	-0.00400
3.108E-3	0.22000	0.00400
3.108E-3	0.22000	-0.02000
3.108E-3	0.24000	-0.02400
3.109E-3	0.24000	-0.02400
3.109E-3	0.24000	-0.02000
3.110E-3	0.21000	-0.03600
3.110E-3	0.22000	-0.04000
3.110E-3	0.24000	-0.03200
3.111E-3	0.23000	-0.03600
3.111E-3	0.24000	-0.03200
3.112E-3	0.21000	-0.03600
3.112E-3	0.26000	-0.06000
3.112E-3	0.23000	-0.04000
3.113E-3	0.22000	-0.03600
3.113E-3	0.21000	-0.03600
3.114E-3	0.22000	-0.01600
3.114E-3	0.22000	-0.02000
3.114E-3	0.22000	0.00000
3.115E-3	0.24000	-0.02000
3.115E-3	0.21000	-0.02400
3.116E-3	0.24000	-0.01600
3.116E-3	0.23000	-0.02000
3.116E-3	0.23000	0.00000
3.117E-3	0.24000	-0.01200
3.117E-3	0.21000	-0.02000
3.118E-3	0.24000	-0.02800
3.118E-3	0.23000	-0.03600
3.118E-3	0.23000	-0.01600
3.119E-3	0.22000	-0.01600
3.119E-3	0.26000	-0.01600
3.120E-3	0.21000	-0.03600
3.120E-3	0.24000	-0.04000
3.120E-3	0.24000	-0.04000
3.121E-3	0.23000	-0.03200
3.121E-3	0.24000	-0.03200
3.122E-3	0.23000	-0.02800
3.122E-3	0.24000	-0.02800
3.122E-3	0.23000	-0.02000
3.123E-3	0.21000	-0.01600
3.123E-3	0.24000	-0.02000
3.124E-3	0.26000	0.00000
3.124E-3	0.21000	-0.02000
3.124E-3	0.24000	-0.01600
3.125E-3	0.21000	0.00000
3.125E-3	0.26000	-0.02000
3.126E-3	0.23000	-0.01600
3.126E-3	0.23000	-0.00400
3.126E-3	0.21000	-0.02000
3.127E-3	0.22000	0.00000
3.127E-3	0.26000	-0.00400
3.128E-3	0.23000	-0.00800
3.128E-3	0.21000	-0.02000
3.128E-3	0.23000	-0.02400
3.129E-3	0.23000	-0.04400
3.129E-3	0.22000	-0.03600
3.130E-3	0.24000	-0.04400
3.130E-3	0.23000	-0.04400
3.130E-3	0.21000	-0.04000
3.131E-3	0.22000	-0.03200
3.131E-3	0.24000	-0.03200
3.132E-3	0.21000	-0.04000
3.132E-3	0.24000	-0.03200
3.132E-3	0.22000	-0.02800
3.133E-3	0.22000	-0.02000
